Blount Hall,blount-hall,University of Alabama at Birmingham,Birmingham,AL,Apartment,,,,https://www.uab.edu/students/housing/residence-halls/blount-hall,Two- and four-bedroom apartments for sophomores and above,,https://www.uab.edu/students/housing/residence-halls,UAB Student Housing & Residence Life,,2026-05-16
Camp Hall,camp-hall,University of Alabama at Birmingham,Birmingham,AL,,,,,https://www.uab.edu/students/housing/residence-halls/camp-hall,Residence hall,,https://www.uab.edu/students/housing/residence-halls,UAB Student Housing & Residence Life,,2026-05-16
Gold Hall,gold-hall,University of Alabama at Birmingham,Birmingham,AL,,,,,https://www.uab.edu/students/housing/residence-halls/nfr-hall,Freshman residence hall,,https://www.uab.edu/students/housing/residence-halls,UAB Student Housing & Residence Life,,2026-05-16
Rast Hall,rast-hall,University of Alabama at Birmingham,Birmingham,AL,,,,,https://www.uab.edu/students/housing/residence-halls/rast-hall,Residence hall,,https://www.uab.edu/students/housing/residence-halls,UAB Student Housing & Residence Life,,2026-05-16
McMahon Hall,mcmahon-hall,University of Alabama at Birmingham,Birmingham,AL,,,,,https://www.uab.edu/students/housing/residence-halls/mcmahon-hall,New freshman residence hall,,https://www.uab.edu/students/housing/residence-halls,UAB Student Housing & Residence Life,,2026-05-16
Appleby East,appleby-east,University of North Alabama,Florence,AL,Suite,,,,https://www.una.edu/housing/housing-options/index.html,Four-person suites with communal kitchen,,https://www.una.edu/housing/housing-options/index.html,UNA Housing & Residence Life,,2026-05-16
Appleby West,appleby-west,University of North Alabama,Florence,AL,Suite,,,,https://www.una.edu/housing/housing-options/index.html,Four-person suites with communal kitchen,,https://www.una.edu/housing/housing-options/index.html,UNA Housing & Residence Life,,2026-05-16
Covington Hall,covington-hall,University of North Alabama,Florence,AL,Suite,,,,https://www.una.edu/housing/housing-options/index.html,Four-person suites with communal kitchens,,https://www.una.edu/housing/housing-options/index.html,UNA Housing & Residence Life,,2026-05-16
Hawthorne Hall,hawthorne-hall,University of North Alabama,Florence,AL,Suite,,,,https://www.una.edu/housing/housing-options/index.html,Three-bedroom suites with communal kitchens,,https://www.una.edu/housing/housing-options/index.html,UNA Housing & Residence Life,,2026-05-16
Lafayette Hall,lafayette-hall,University of North Alabama,Florence,AL,Double,Communal,,,https://www.una.edu/housing/housing-options/index.html,Double occupancy with community bathrooms,,https://www.una.edu/housing/housing-options/index.html,UNA Housing & Residence Life,,2026-05-16
Mattielou Hall,mattielou-hall,University of North Alabama,Florence,AL,Double,Private,,,https://www.una.edu/housing/housing-options/index.html,Double occupancy with private bathrooms,,https://www.una.edu/housing/housing-options/index.html,UNA Housing & Residence Life,,2026-05-16
Olive Hall,olive-hall,University of North Alabama,Florence,AL,,Private,,,https://www.una.edu/housing/housing-options/index.html,Single and double occupancy with private bathrooms,,https://www.una.edu/housing/housing-options/index.html,UNA Housing & Residence Life,,2026-05-16
Rice Hall,rice-hall,University of North Alabama,Florence,AL,Double,Communal,,,https://www.una.edu/housing/housing-options/index.html,Double occupancy with community bathrooms,,https://www.una.edu/housing/housing-options/index.html,UNA Housing & Residence Life,,2026-05-16
Rivers Hall,rivers-hall,University of North Alabama,Florence,AL,,Communal,,,https://www.una.edu/housing/housing-options/index.html,Single and double occupancy with community bathrooms,,https://www.una.edu/housing/housing-options/index.html,UNA Housing & Residence Life,,2026-05-16
Grandview Apartments,grandview-apartments,University of North Alabama,Florence,AL,Apartment,,,,https://www.una.edu/housing/housing-options/index.html,Apartment-style housing,,https://www.una.edu/housing/housing-options/index.html,UNA Housing & Residence Life,,2026-05-16
Lion's Gate,lions-gate,University of North Alabama,Florence,AL,Apartment,,,,https://www.una.edu/housing/housing-options/index.html,Apartment-style housing,,https://www.una.edu/housing/housing-options/index.html,UNA Housing & Residence Life,,2026-05-16
Twin Oaks,twin-oaks,University of North Alabama,Florence,AL,Apartment,,,,https://www.una.edu/housing/housing-options/index.html,Apartment-style housing,,https://www.una.edu/housing/housing-options/index.html,UNA Housing & Residence Life,,2026-05-16
Gilbert Hall,gilbert-hall,University of West Alabama,Livingston,AL,,,,,https://www.uwa.edu/residence-life/,Freshman residence hall,,https://www.uwa.edu/residence-life/,University of West Alabama Residence Life,,2026-05-16
Hoover Apartments,hoover-apartments,University of West Alabama,Livingston,AL,Apartment,,,,https://www.uwa.edu/residence-life/,Upperclassmen apartments,,https://www.uwa.edu/residence-life/,University of West Alabama Residence Life,,2026-05-16
Patterson Hall,patterson-hall,University of West Alabama,Livingston,AL,,,,,https://www.uwa.edu/residence-life/,Upperclassmen residence hall,,https://www.uwa.edu/residence-life/,University of West Alabama Residence Life,,2026-05-16
Reed Hall,reed-hall,University of West Alabama,Livingston,AL,,,,,https://www.uwa.edu/residence-life/,Upperclassmen residence hall,,https://www.uwa.edu/residence-life/,University of West Alabama Residence Life,,2026-05-16
Selden Hall,selden-hall,University of West Alabama,Livingston,AL,,,,,https://www.uwa.edu/residence-life/,Upperclassmen residence hall,,https://www.uwa.edu/residence-life/,University of West Alabama Residence Life,,2026-05-16
Stickney Hall,stickney-hall,University of West Alabama,Livingston,AL,,,,,https://www.uwa.edu/residence-life/,Graduate student residence hall,,https://www.uwa.edu/residence-life/,University of West Alabama Residence Life,,2026-05-16
Lioness Dorm,lioness-dorm,Wallace State Community College,Hanceville,AL,Double,Private,,,https://www.wallacestate.edu/residence-halls.html,Women-only residence hall,,https://www.wallacestate.edu/residence-halls.html,Wallace State Community College Residence Halls,,2026-05-16
Joshua Wallace Student Apartments,joshua-wallace-student-apartments,Wallace State Community College,Hanceville,AL,Apartment,,,,https://www.wallacestate.edu/residence-halls.html,Apartment-style student housing,,https://www.wallacestate.edu/residence-halls.html,Wallace State Community College Residence Halls,,2026-05-16
Mulberry Place,mulberry-place,Wallace State Community College,Hanceville,AL,,,,,https://www.wallacestate.edu/residence-halls.html,Campus housing community,,https://www.wallacestate.edu/residence-halls.html,Wallace State Community College Residence Halls,,2026-05-16
Baswell Hall,baswell-hall,Arkansas Tech University,Russellville,AR,,,,,https://www.atu.edu/reslife/livingoncampus/res-halls/index.php,Residence hall,,https://www.atu.edu/reslife/livingoncampus/res-halls/index.php,Arkansas Tech University Residence Life,,2026-05-16
Brown Hall,brown-hall,Arkansas Tech University,Russellville,AR,,,,,https://www.atu.edu/reslife/livingoncampus/res-halls/index.php,Residence hall,,https://www.atu.edu/reslife/livingoncampus/res-halls/index.php,Arkansas Tech University Residence Life,,2026-05-16
Caraway Hall,caraway-hall,Arkansas Tech University,Russellville,AR,,,,,https://www.atu.edu/reslife/livingoncampus/res-halls/index.php,Residence hall,,https://www.atu.edu/reslife/livingoncampus/res-halls/index.php,Arkansas Tech University Residence Life,,2026-05-16
M Street Residence Hall,m-street-residence-hall,Arkansas Tech University,Russellville,AR,,,,,https://www.atu.edu/reslife/livingoncampus/res-halls/index.php,Residence hall,,https://www.atu.edu/reslife/livingoncampus/res-halls/index.php,Arkansas Tech University Residence Life,,2026-05-16
Nutt Hall,nutt-hall,Arkansas Tech University,Russellville,AR,,,,,https://www.atu.edu/reslife/livingoncampus/res-halls/index.php,Residence hall,,https://www.atu.edu/reslife/livingoncampus/res-halls/index.php,Arkansas Tech University Residence Life,,2026-05-16
Paine Hall,paine-hall,Arkansas Tech University,Russellville,AR,,,,,https://www.atu.edu/reslife/livingoncampus/res-halls/index.php,Residence hall,,https://www.atu.edu/reslife/livingoncampus/res-halls/index.php,Arkansas Tech University Residence Life,,2026-05-16
Tucker Hall,tucker-hall,Arkansas Tech University,Russellville,AR,,,,,https://www.atu.edu/reslife/livingoncampus/res-halls/index.php,Residence hall,,https://www.atu.edu/reslife/livingoncampus/res-halls/index.php,Arkansas Tech University Residence Life,,2026-05-16
Turner Hall,turner-hall,Arkansas Tech University,Russellville,AR,,,,,https://www.atu.edu/reslife/livingoncampus/res-halls/index.php,Residence hall,,https://www.atu.edu/reslife/livingoncampus/res-halls/index.php,Arkansas Tech University Residence Life,,2026-05-16
University Commons,university-commons,Arkansas Tech University,Russellville,AR,,,,,https://www.atu.edu/reslife/livingoncampus/res-halls/index.php,Residence hall,,https://www.atu.edu/reslife/livingoncampus/res-halls/index.php,Arkansas Tech University Residence Life,,2026-05-16
Wilson Hall,wilson-hall,Arkansas Tech University,Russellville,AR,,,,,https://www.atu.edu/reslife/livingoncampus/res-halls/index.php,Residence hall,,https://www.atu.edu/reslife/livingoncampus/res-halls/index.php,Arkansas Tech University Residence Life,,2026-05-16
Vista Place Apartments,vista-place-apartments,Arkansas Tech University,Russellville,AR,Apartment,,,,https://www.atu.edu/reslife/livingoncampus/res-halls/index.php,Four-bedroom single-occupancy apartments,,https://www.atu.edu/reslife/livingoncampus/res-halls/index.php,Arkansas Tech University Residence Life,,2026-05-16
Armstrong Hall,armstrong-hall,Harding University,Searcy,AR,,,,,https://www.harding.edu/life-at-harding/living-at-harding/,Residence hall,,https://www.harding.edu/life-at-harding/living-at-harding/,Harding University Residence Life,,2026-05-16
Cathcart Hall,cathcart-hall,Harding University,Searcy,AR,,,,,https://www.harding.edu/life-at-harding/living-at-harding/,Residence hall,,https://www.harding.edu/life-at-harding/living-at-harding/,Harding University Residence Life,,2026-05-16
East Hall,east-hall,Henderson State University,Arkadelphia,AR,,,,,https://www.hsu.edu/future-students/student-housing/housing-options/east-and-west-halls/,Residence hall,,https://www.hsu.edu/future-students/student-housing/housing-options/,Henderson State University Student Housing,,2026-05-16
West Hall,west-hall,Henderson State University,Arkadelphia,AR,,,,,https://www.hsu.edu/future-students/student-housing/housing-options/east-and-west-halls/,Residence hall,,https://www.hsu.edu/future-students/student-housing/housing-options/,Henderson State University Student Housing,,2026-05-16
Smith Hall,smith-hall,Henderson State University,Arkadelphia,AR,,,,,https://www.hsu.edu/future-students/student-housing/housing-options/,Residence hall,,https://www.hsu.edu/future-students/student-housing/housing-options/,Henderson State University Student Housing,,2026-05-16
University Place,university-place,Henderson State University,Arkadelphia,AR,,,,,https://hsu.edu/future-students/student-housing/housing-options/university-place/,Residence hall,,https://www.hsu.edu/future-students/student-housing/housing-options/,Henderson State University Student Housing,,2026-05-16
Ridge Pointe Apartments,ridge-pointe-apartments,Henderson State University,Arkadelphia,AR,Apartment,,,,https://www.hsu.edu/future-students/student-housing/housing-options/,Apartment complex,,https://www.hsu.edu/future-students/student-housing/housing-options/,Henderson State University Student Housing,,2026-05-16
Reddie Villas Apartments,reddie-villas-apartments,Henderson State University,Arkadelphia,AR,Apartment,,,,https://www.hsu.edu/future-students/student-housing/housing-options/,Apartment complex,,https://www.hsu.edu/future-students/student-housing/housing-options/,Henderson State University Student Housing,,2026-05-16
Hardin Hall,hardin-hall,Hendrix College,Conway,AR,,,1964,142,https://www.hendrix.edu/residencelife/,Male residence hall,,https://www.hendrix.edu/residencelife/,Hendrix College Residence Life,,2026-05-16
Martin Hall,martin-hall,Hendrix College,Conway,AR,,,1919,133,https://www.hendrix.edu/residencelife/,Male residence hall,,https://www.hendrix.edu/residencelife/,Hendrix College Residence Life,,2026-05-16
Couch Hall,couch-hall,Hendrix College,Conway,AR,Double,,,146,https://www.hendrix.edu/residencelife/,Three-floor co-ed residence hall,,https://www.hendrix.edu/residencelife/,Hendrix College Residence Life,,2026-05-16
Galloway Hall,galloway-hall,Hendrix College,Conway,AR,Double,,,93,https://www.hendrix.edu/residencelife/,Two-floor female residence hall,,https://www.hendrix.edu/residencelife/,Hendrix College Residence Life,,2026-05-16
Arkansas Hall,arkansas-hall,Hendrix College,Conway,AR,,,,,https://www.hendrix.edu/residencelife/,Co-ed residence hall (Miller Creative Quad),,https://www.hendrix.edu/residencelife/,Hendrix College Residence Life,,2026-05-16
Conway Corporation Hall,conway-corporation-hall,Hendrix College,Conway,AR,,,,,https://www.hendrix.edu/residencelife/,Co-ed residence hall (Miller Creative Quad),,https://www.hendrix.edu/residencelife/,Hendrix College Residence Life,,2026-05-16
Market Square South,market-square-south,Hendrix College,Conway,AR,Suite,,,,https://www.hendrix.edu/residencelife/,Suite-style accommodations,,https://www.hendrix.edu/residencelife/,Hendrix College Residence Life,,2026-05-16
Frances Crawford Hall,frances-crawford-hall,Ouachita Baptist University,Arkadelphia,AR,,,,,https://obu.edu/reslife/housing.php,Freshmen women's residence hall,,https://obu.edu/reslife/,Ouachita Baptist University Residence Life & Housing,,2026-05-16
Flippen-Perrin Hall,flippen-perrin-hall,Ouachita Baptist University,Arkadelphia,AR,,,,,https://obu.edu/reslife/housing.php,Freshmen men's residence hall,,https://obu.edu/reslife/,Ouachita Baptist University Residence Life & Housing,,2026-05-16
O.C. Bailey Hall,oc-bailey-hall,Ouachita Baptist University,Arkadelphia,AR,,,,,https://obu.edu/reslife/housing.php,Freshmen men's residence hall,,https://obu.edu/reslife/,Ouachita Baptist University Residence Life & Housing,,2026-05-16
Anthony Hall,anthony-hall,Ouachita Baptist University,Arkadelphia,AR,,,,,https://obu.edu/reslife/housing.php,Residence hall,,https://obu.edu/reslife/,Ouachita Baptist University Residence Life & Housing,,2026-05-16
Student Village,student-village,Ouachita Baptist University,Arkadelphia,AR,Apartment,,,,https://obu.edu/reslife/housing.php,Apartment-style student community with pod buildings,,https://obu.edu/reslife/,Ouachita Baptist University Residence Life & Housing,,2026-05-16
Founders Hall,founders-hall,University of Arkansas,Fayetteville,AR,,Communal,,,https://housing.uark.edu/halls/founders-hall.php,Community-style with shared floor bathrooms,,https://housing.uark.edu/halls/,University of Arkansas Housing,,2026-05-16
Futrall Hall,futrall-hall,University of Arkansas,Fayetteville,AR,,Communal,,,https://housing.uark.edu/halls/futrall-hall.php,Community-style with shared floor bathrooms,,https://housing.uark.edu/halls/,University of Arkansas Housing,,2026-05-16
Gibson Hall,gibson-hall,University of Arkansas,Fayetteville,AR,,Communal,,,https://housing.uark.edu/halls/gibson-hall.php,Community-style with shared floor bathrooms,,https://housing.uark.edu/halls/,University of Arkansas Housing,,2026-05-16
Gregson Hall,gregson-hall,University of Arkansas,Fayetteville,AR,,Communal,,,https://housing.uark.edu/halls/gregson-hall.php,Community-style with shared floor bathrooms,,https://housing.uark.edu/halls/,University of Arkansas Housing,,2026-05-16
Holcombe Hall,holcombe-hall,University of Arkansas,Fayetteville,AR,,Communal,,,https://housing.uark.edu/halls/holcombe-hall.php,Community-style with shared floor bathrooms,,https://housing.uark.edu/halls/,University of Arkansas Housing,,2026-05-16
Hotz Honors Hall,hotz-honors-hall,University of Arkansas,Fayetteville,AR,,Communal,,,https://housing.uark.edu/halls/hotz-honors-hall.php,Community-style honors residence with shared floor bathrooms,,https://housing.uark.edu/halls/,University of Arkansas Housing,,2026-05-16
Humphreys Hall,humphreys-hall,University of Arkansas,Fayetteville,AR,,Communal,,,https://housing.uark.edu/halls/humphreys-hall.php,Community-style with shared floor bathrooms,,https://housing.uark.edu/halls/,University of Arkansas Housing,,2026-05-16
Pomfret Hall,pomfret-hall,University of Arkansas,Fayetteville,AR,,Communal,,,https://housing.uark.edu/halls/pomfret-hall.php,Community-style with shared floor bathrooms,,https://housing.uark.edu/halls/,University of Arkansas Housing,,2026-05-16
Reid Hall,reid-hall,University of Arkansas,Fayetteville,AR,,Communal,,,https://housing.uark.edu/halls/reid-hall.php,Community-style with shared floor bathrooms,,https://housing.uark.edu/halls/,University of Arkansas Housing,,2026-05-16
Yocum Hall,yocum-hall,University of Arkansas,Fayetteville,AR,,Communal,,,https://housing.uark.edu/halls/yocum-hall.php,Community-style with shared floor bathrooms,,https://housing.uark.edu/halls/,University of Arkansas Housing,,2026-05-16
Adohi Hall,adohi-hall,University of Arkansas,Fayetteville,AR,Suite,Shared,,,https://housing.uark.edu/halls/adohi-hall.php,Suite-style residence hall,,https://housing.uark.edu/halls/,University of Arkansas Housing,,2026-05-16
Clark Hall,clark-hall,University of Arkansas,Fayetteville,AR,Suite,Shared,,,https://housing.uark.edu/halls/clark-hall.php,Suite-style residence hall,,https://housing.uark.edu/halls/,University of Arkansas Housing,,2026-05-16
Gatewood Hall,gatewood-hall,University of Arkansas,Fayetteville,AR,Suite,Shared,,,https://housing.uark.edu/halls/gatewood-hall.php,Suite-style residence hall,,https://housing.uark.edu/halls/,University of Arkansas Housing,,2026-05-16
Harding Hall,harding-hall,University of Arkansas,Fayetteville,AR,Suite,Shared,,,https://housing.uark.edu/halls/harding-hall.php,Suite-style residence hall,,https://housing.uark.edu/halls/,University of Arkansas Housing,,2026-05-16
Maple Hill East,maple-hill-east,University of Arkansas,Fayetteville,AR,Suite,Shared,,,https://housing.uark.edu/halls/maple-hill-east.php,Suite-style residence hall,,https://housing.uark.edu/halls/,University of Arkansas Housing,,2026-05-16
Maple Hill South,maple-hill-south,University of Arkansas,Fayetteville,AR,Suite,Shared,,,https://housing.uark.edu/halls/maple-hill-south.php,Suite-style residence hall,,https://housing.uark.edu/halls/,University of Arkansas Housing,,2026-05-16
Maple Hill West,maple-hill-west,University of Arkansas,Fayetteville,AR,Suite,Shared,,,https://housing.uark.edu/halls/maple-hill-west.php,Suite-style residence hall,,https://housing.uark.edu/halls/,University of Arkansas Housing,,2026-05-16
Morgan Hall,morgan-hall,University of Arkansas,Fayetteville,AR,Suite,Shared,,,https://housing.uark.edu/halls/morgan-hall.php,Suite-style residence hall,,https://housing.uark.edu/halls/,University of Arkansas Housing,,2026-05-16
Walton Hall,walton-hall,University of Arkansas,Fayetteville,AR,Suite,Shared,,,https://housing.uark.edu/halls/walton-hall.php,Suite-style residence hall,,https://housing.uark.edu/halls/,University of Arkansas Housing,,2026-05-16
Duncan Avenue Apartments,duncan-avenue-apartments,University of Arkansas,Fayetteville,AR,Apartment,Private,,,https://housing.uark.edu/halls/duncan-avenue-apartments.php,Apartment-style with full kitchens and private bathrooms,,https://housing.uark.edu/halls/,University of Arkansas Housing,,2026-05-16
Douglas Hall,douglas-hall,University of Arkansas at Pine Bluff,Pine Bluff,AR,,,,70,https://uapb.edu/administration/division-of-student-affairs/residential-life/,Male upperclassman residence hall,,https://uapb.edu/administration/division-of-student-affairs/residential-life/,UAPB Residential Life,,2026-05-16
Harrold Complex,harrold-complex,University of Arkansas at Pine Bluff,Pine Bluff,AR,,,,500,https://uapb.edu/administration/division-of-student-affairs/residential-life/,Freshman residence hall (co-ed),,https://uapb.edu/administration/division-of-student-affairs/residential-life/,UAPB Residential Life,,2026-05-16
Hunt Hall,hunt-hall,University of Arkansas at Pine Bluff,Pine Bluff,AR,,,,130,https://uapb.edu/administration/division-of-student-affairs/residential-life/,Male upperclassman residence hall,,https://uapb.edu/administration/division-of-student-affairs/residential-life/,UAPB Residential Life,,2026-05-16
Johnny B. Johnson Complex,johnny-b-johnson-complex,University of Arkansas at Pine Bluff,Pine Bluff,AR,,,,285,https://uapb.edu/administration/division-of-student-affairs/residential-life/,Upperclassman residence complex (co-ed),,https://uapb.edu/administration/division-of-student-affairs/residential-life/,UAPB Residential Life,,2026-05-16
Lewis Hall,lewis-hall,University of Arkansas at Pine Bluff,Pine Bluff,AR,,,,100,https://uapb.edu/administration/division-of-student-affairs/residential-life/,Male upperclassman residence hall,,https://uapb.edu/administration/division-of-student-affairs/residential-life/,UAPB Residential Life,,2026-05-16
Delta Housing Complex II,delta-housing-complex-ii,University of Arkansas at Pine Bluff,Pine Bluff,AR,,,,144,https://uapb.edu/administration/division-of-student-affairs/residential-life/,Female upperclassman residence complex,,https://uapb.edu/administration/division-of-student-affairs/residential-life/,UAPB Residential Life,,2026-05-16
Piney Woods Apartments,piney-woods-apartments,University of Arkansas at Pine Bluff,Pine Bluff,AR,Apartment,,,,https://uapb.edu/administration/division-of-student-affairs/residential-life/,Apartment-style student housing,,https://uapb.edu/administration/division-of-student-affairs/residential-life/,UAPB Residential Life,,2026-05-16
Allen Hall,allen-hall,Northern Arizona University,Flagstaff,AZ,Double,Shared,,,https://nau.edu/flagstaff-campus/campus-living/living-communities/allen-hall/,Traditional co-ed residence hall with double rooms and shared bathrooms,,https://nau.edu/flagstaff-campus/campus-living/living-communities/,NAU Campus Living,,2026-05-16
Calderón Hall,calderon-hall,Northern Arizona University,Flagstaff,AZ,Suite,,,,https://nau.edu/flagstaff-campus/campus-living/living-communities/calderon/,Suite-style residence hall,,https://nau.edu/flagstaff-campus/campus-living/living-communities/,NAU Campus Living,,2026-05-16
Campbell Hall,campbell-hall,Northern Arizona University,Flagstaff,AZ,,,,,https://nau.edu/flagstaff-campus/campus-living/living-communities/campbell-hall/,Residence hall,,https://nau.edu/flagstaff-campus/campus-living/living-communities/,NAU Campus Living,,2026-05-16
Cowden Hall,cowden-hall,Northern Arizona University,Flagstaff,AZ,,,,,https://nau.edu/flagstaff-campus/campus-living/living-communities/cowden-hall/,Residence hall,,https://nau.edu/flagstaff-campus/campus-living/living-communities/,NAU Campus Living,,2026-05-16
Gabaldon Hall,gabaldon-hall,Northern Arizona University,Flagstaff,AZ,Suite,,,,https://nau.edu/flagstaff-campus/campus-living/living-communities/gabaldon-hall/,Suite-style residence hall,,https://nau.edu/flagstaff-campus/campus-living/living-communities/,NAU Campus Living,,2026-05-16
Honors College,honors-college,Northern Arizona University,Flagstaff,AZ,,,,,https://nau.edu/flagstaff-campus/campus-living/living-communities/honors/,Honors residence hall,,https://nau.edu/flagstaff-campus/campus-living/living-communities/,NAU Campus Living,,2026-05-16
McConnell Hall,mcconnell-hall,Northern Arizona University,Flagstaff,AZ,,,,,https://nau.edu/flagstaff-campus/campus-living/living-communities/mcconnell-hall/,Residence hall,,https://nau.edu/flagstaff-campus/campus-living/living-communities/,NAU Campus Living,,2026-05-16
Morton Hall,morton-hall,Northern Arizona University,Flagstaff,AZ,,,,,https://nau.edu/flagstaff-campus/campus-living/living-communities/morton-hall/,Residence hall,,https://nau.edu/flagstaff-campus/campus-living/living-communities/,NAU Campus Living,,2026-05-16
